"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"|"Subconcepto"|"Concepto"|"General"
"Bloqueadas Por Administración                  "|7|9|"2025-08-04"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|2|11|"2025-08-04"|"Sites Recreo"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|12|3|"2025-08-05"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Clientes corporativos                    "|7|3|"2025-08-05"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO EMP Corporativo empresas                    "|1|3|"2025-08-05"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|4|3|"2025-08-05"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|14|3|"2025-08-05"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|2|3|"2025-08-05"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|13|8|"2025-08-05"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|7|9|"2025-08-05"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|2|3|"2025-08-06"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|4|3|"2025-08-06"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|18|3|"2025-08-06"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|2|3|"2025-08-06"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|13|8|"2025-08-06"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|7|9|"2025-08-06"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|14|11|"2025-08-06"|"Sites Recreo"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY VENTAS CON AGENCIAS DE VIAJES          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MIN Venta de Agencias Miinoristas          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR REC Venta Directa en Recepcion             "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|11|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-07"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-07"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-08-07"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2025-08-07"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY VENTAS CON AGENCIAS DE VIAJES          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MIN Venta de Agencias Miinoristas          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR REC Venta Directa en Recepcion             "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|11|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-07"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-07"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-08-07"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2025-08-07"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY VENTAS CON AGENCIAS DE VIAJES          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MIN Venta de Agencias Miinoristas          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR REC Venta Directa en Recepcion             "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|11|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-07"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-07"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-08-07"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2025-08-07"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY VENTAS CON AGENCIAS DE VIAJES          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MIN Venta de Agencias Miinoristas          "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR REC Venta Directa en Recepcion             "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|11|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|1|3|"2025-08-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-07"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-07"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-08-07"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2025-08-07"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|3|3|"2025-08-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|1|3|"2025-08-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|6|3|"2025-08-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|33|3|"2025-08-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|4|3|"2025-08-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-07"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2025-08-07"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|11|11|"2025-08-07"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|1|3|"2025-08-07"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Clientes corporativos                    "|1|3|"2025-08-07"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|3|3|"2025-08-07"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|17|3|"2025-08-07"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|1|3|"2025-08-07"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|13|8|"2025-08-07"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|7|9|"2025-08-07"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|17|11|"2025-08-07"|"Sites Recreo"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|1|3|"2025-08-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|11|3|"2025-08-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-08-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|13|3|"2025-08-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|2|3|"2025-08-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-08"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-08"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-08-08"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|23|11|"2025-08-08"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|6|3|"2025-08-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|1|3|"2025-08-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|7|3|"2025-08-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|33|3|"2025-08-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|5|3|"2025-08-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2025-08-08"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|7|11|"2025-08-08"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|2|3|"2025-08-08"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Clientes corporativos                    "|3|3|"2025-08-08"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|6|3|"2025-08-08"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|17|3|"2025-08-08"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|2|3|"2025-08-08"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|6|8|"2025-08-08"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|5|9|"2025-08-08"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|19|11|"2025-08-08"|"Sites Recreo"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-08-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-08-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|14|3|"2025-08-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|2|3|"2025-08-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-09"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-08-09"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2025-08-09"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2025-08-09"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|5|3|"2025-08-09"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|7|3|"2025-08-09"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|35|3|"2025-08-09"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|6|3|"2025-08-09"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-09"|"Sites 45"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2025-08-09"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|5|11|"2025-08-09"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|1|3|"2025-08-09"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Clientes corporativos                    "|1|3|"2025-08-09"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|7|3|"2025-08-09"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Reservas directas del hotel en Whatsapp"|1|3|"2025-08-09"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|13|3|"2025-08-09"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|3|3|"2025-08-09"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-09"|"Sites Recreo"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|6|8|"2025-08-09"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|5|9|"2025-08-09"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|22|11|"2025-08-09"|"Sites Recreo"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|16|3|"2025-08-10"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|2|3|"2025-08-10"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|3|3|"2025-08-10"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-10"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-08-10"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2025-08-10"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2025-08-10"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|16|3|"2025-08-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|2|3|"2025-08-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DRF Cliente VIP o frecuente                "|1|3|"2025-08-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|2|3|"2025-08-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|2|3|"2025-08-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|1|3|"2025-08-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-11"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-08-11"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2025-08-11"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|29|11|"2025-08-11"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|22|3|"2025-08-12"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|1|3|"2025-08-12"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DRF Cliente VIP o frecuente                "|1|3|"2025-08-12"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|2|3|"2025-08-12"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|2|3|"2025-08-12"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2025-08-12"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-12"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|10|8|"2025-08-12"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|25|11|"2025-08-12"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|7|3|"2025-08-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|2|3|"2025-08-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|1|3|"2025-08-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|30|3|"2025-08-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|8|3|"2025-08-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-10"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2025-08-10"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|10|11|"2025-08-10"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|4|3|"2025-08-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|9|3|"2025-08-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|2|3|"2025-08-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|37|3|"2025-08-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|7|3|"2025-08-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|1|11|"2025-08-11"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|7|3|"2025-08-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|10|3|"2025-08-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
